suite	lane	repeat	vc_key	declaration	goal_hash	outcome	replay	detail	total_nanos	phases	metrics
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|7903702650473013145	insertionSort_total_correct	17272444315034915638	core-reconstructed	certificate-error	core-directed reconstruction succeeded	204824293	collect=261292,pre-reconstruct=18699875,normalize=2368625,monomorphize=11193875,instantiate=39314000,translate=15137292,solve=88821750,replay=15125,reconstruct=29012459	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|18088860687919872176	insertionSort_total_correct	18088860687919872176	core-reconstructed	certificate-error	core-directed reconstruction succeeded	107754835	collect=260542,pre-reconstruct=1155750,normalize=2065917,monomorphize=9942833,instantiate=1806833,translate=9428584,solve=45172917,replay=16584,reconstruct=37904875	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|5379360585891885096	insertionSort_total_correct	5379360585891885096	core-reconstructed	certificate-error	core-directed reconstruction succeeded	67013581	collect=208333,pre-reconstruct=1661583,normalize=1324125,monomorphize=6278583,instantiate=1305791,translate=6912000,solve=34742333,replay=16167,reconstruct=14564666	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|11248877774576345437	insertionSort_total_correct	139088297960392149	core-reconstructed	certificate-error	core-directed reconstruction succeeded	164378875	collect=220500,pre-reconstruct=1234250,normalize=1329625,monomorphize=7658209,instantiate=39925709,translate=12371083,solve=86015958,replay=16000,reconstruct=15607541	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|6709257883257101731	insertionSort_total_correct	6709257883257101731	selected-fact	not-attempted	closed from a selected Lean fact	194875	collect=194875	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|13894794097547967513	insertionSort_total_correct	13894794097547967513	core-reconstructed	certificate-error	core-directed reconstruction succeeded	57673333	collect=89375,pre-reconstruct=1045709,normalize=98458,monomorphize=2518167,instantiate=713667,translate=3773083,solve=37758916,replay=16041,reconstruct=11659917	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|11235314628722112900	insertionSort_total_correct	14354530589729947841	core-reconstructed	certificate-error	core-directed reconstruction succeeded	107060377	collect=160459,pre-reconstruct=471833,normalize=130250,monomorphize=4607000,instantiate=38503292,translate=11339500,solve=36728375,replay=17209,reconstruct=15102459	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|18214290959922115111	insertionSort_total_correct	17272444315034915638	core-reconstructed	certificate-error	core-directed reconstruction succeeded	1544466252	collect=234750,pre-reconstruct=9953542,normalize=1449709,monomorphize=7770000,instantiate=39187875,translate=12716875,solve=92360542,replay=16334,reconstruct=1380776625	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|17119794831572106230	sqrt_total_correct	5307985127850147097	core-reconstructed	certificate-error	core-directed reconstruction succeeded	59549624	collect=166208,pre-reconstruct=453875,normalize=125916,monomorphize=1016458,instantiate=87250,translate=4350084,solve=39385875,replay=14333,reconstruct=13949625	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|16395326812896940336	sqrt_total_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	59870751	collect=155083,pre-reconstruct=411750,normalize=109166,monomorphize=838667,instantiate=79792,translate=3898459,solve=36356167,replay=14083,reconstruct=18007584	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|4559485301326837329	sqrt_total_correct	4559485301326837329	core-reconstructed	certificate-error	core-directed reconstruction succeeded	44762667	collect=138542,pre-reconstruct=380958,normalize=105000,monomorphize=841500,instantiate=76417,translate=3841292,solve=36965458,replay=15166,reconstruct=2398334	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|15833581759277421577	sqrt_total_correct	9636917653559417038	core-reconstructed	certificate-error	core-directed reconstruction succeeded	83187624	collect=149292,pre-reconstruct=5071333,normalize=121500,monomorphize=1654541,instantiate=73750,translate=4551375,solve=57950042,replay=15875,reconstruct=13599916	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|17892696244691966181	sqrt_total_correct	17892696244691966181	core-reconstructed	certificate-error	core-directed reconstruction succeeded	571660625	collect=175250,pre-reconstruct=730375,normalize=142083,monomorphize=2155375,instantiate=74541,translate=4599959,solve=53599125,replay=15125,reconstruct=510168792	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|7228731597997214785	sqrt_total_correct	9636917653559417038	core-reconstructed	certificate-error	core-directed reconstruction succeeded	78502961	collect=148917,pre-reconstruct=764875,normalize=116334,monomorphize=1368500,instantiate=81834,translate=4415292,solve=70882833,replay=15584,reconstruct=708792	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|13073343856082995605	sqrt_total_correct	13073343856082995605	selected-fact	not-attempted	closed from a selected Lean fact	149375	collect=149375	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|13635698331308129878	sqrt_total_correct	9636917653559417038	core-reconstructed	certificate-error	core-directed reconstruction succeeded	45659792	collect=82917,pre-reconstruct=383500,normalize=109500,monomorphize=892583,instantiate=78917,translate=3921000,solve=37572792,replay=14583,reconstruct=2604000	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|10800841518550636949	sqrt_total_correct	123143008762622395	core-reconstructed	certificate-error	core-directed reconstruction succeeded	75086042	collect=156084,pre-reconstruct=690375,normalize=125791,monomorphize=1668000,instantiate=74625,translate=4707833,solve=50226458,replay=15209,reconstruct=17421667	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|12457966505053151830	sqrt_total_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	368474333	collect=151417,pre-reconstruct=5296458,normalize=125666,monomorphize=1722667,instantiate=75875,translate=4423708,solve=77194458,replay=14417,reconstruct=279469667	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_total_correct|17578352201394481400	sqrt_total_correct	17578352201394481400	core-reconstructed	certificate-error	core-directed reconstruction succeeded	310726916	collect=161167,pre-reconstruct=5160666,normalize=125959,monomorphize=1860416,instantiate=87084,translate=4409666,solve=50466542,replay=15125,reconstruct=248440291	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|628191952620585962	cbrt_correct	5307985127850147097	core-reconstructed	certificate-error	core-directed reconstruction succeeded	63069416	collect=150042,pre-reconstruct=392208,normalize=105958,monomorphize=919042,instantiate=81791,translate=3955542,solve=43496375,replay=14792,reconstruct=13953666	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|5408980950461060684	cbrt_correct	6765116615704103050	core-reconstructed	certificate-error	core-directed reconstruction succeeded	65990083	collect=135750,pre-reconstruct=378208,normalize=103667,monomorphize=934917,instantiate=72500,translate=4042250,solve=40677083,replay=15458,reconstruct=19630250	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|17796805544787031687	cbrt_correct	17796805544787031687	core-reconstructed	certificate-error	core-directed reconstruction succeeded	42482873	collect=155000,pre-reconstruct=448125,normalize=129250,monomorphize=1110791,instantiate=83125,translate=4201333,solve=33609333,replay=14750,reconstruct=2731166	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|12597585967811959528	cbrt_correct	6259749615389096762	core-reconstructed	certificate-error	core-directed reconstruction succeeded	94955250	collect=150917,pre-reconstruct=5419292,normalize=182750,monomorphize=2075417,instantiate=80166,translate=4720125,solve=67220083,replay=15625,reconstruct=15090875	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|17892696244691966181	cbrt_correct	17892696244691966181	core-reconstructed	certificate-error	core-directed reconstruction succeeded	577285002	collect=152000,pre-reconstruct=733417,normalize=151917,monomorphize=2412959,instantiate=75792,translate=4752542,solve=49393792,replay=17208,reconstruct=519595375	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|11504389341422214604	cbrt_correct	6259749615389096762	unknown	not-attempted	solver exited without a verdict	5040443875	collect=161167,pre-reconstruct=800666,normalize=127875,monomorphize=1647375,instantiate=82042,translate=4607000,solve=5033017750	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|1828175149019549874	cbrt_correct	1828175149019549874	selected-fact	not-attempted	closed from a selected Lean fact	153666	collect=153666	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|8027176826117333927	cbrt_correct	6259749615389096762	core-reconstructed	certificate-error	core-directed reconstruction succeeded	45173126	collect=91292,pre-reconstruct=385083,normalize=108125,monomorphize=1016584,instantiate=83042,translate=4189500,solve=35758375,replay=20291,reconstruct=3520834	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|8642365996124661698	cbrt_correct	123143008762622395	core-reconstructed	certificate-error	core-directed reconstruction succeeded	84950835	collect=162334,pre-reconstruct=781792,normalize=148917,monomorphize=2022500,instantiate=81084,translate=4782083,solve=57724542,replay=14250,reconstruct=19233333	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|1031468476226669362	cbrt_correct	6765116615704103050	core-reconstructed	certificate-error	core-directed reconstruction succeeded	497063998	collect=169083,pre-reconstruct=5685958,normalize=141208,monomorphize=2038458,instantiate=84375,translate=4618208,solve=187460167,replay=16875,reconstruct=296849666	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|cbrt_correct|9859620190106577091	cbrt_correct	9859620190106577091	core-reconstructed	certificate-error	core-directed reconstruction succeeded	124667750	collect=155000,pre-reconstruct=5163208,normalize=150833,monomorphize=2477000,instantiate=79709,translate=4797458,solve=80406708,replay=16292,reconstruct=31421542	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|17809363630590163151	sqrt_bn_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	80227125	collect=189084,pre-reconstruct=7242625,normalize=169000,monomorphize=3561250,instantiate=77875,translate=5597875,solve=61880291,replay=15167,reconstruct=1493958	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|3756677303263535492	sqrt_bn_correct	3756677303263535492	core-reconstructed	certificate-error	core-directed reconstruction succeeded	93010584	collect=178250,pre-reconstruct=819583,normalize=174625,monomorphize=3473417,instantiate=93375,translate=5508208,solve=42424209,replay=15708,reconstruct=40323209	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|845228717509319176	sqrt_bn_correct	845228717509319176	core-reconstructed	certificate-error	core-directed reconstruction succeeded	67226541	collect=189584,pre-reconstruct=861417,normalize=186417,monomorphize=3867708,instantiate=94708,translate=5669250,solve=36000000,replay=14916,reconstruct=20342541	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|14080923781397173690	sqrt_bn_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	65140375	collect=191042,pre-reconstruct=961083,normalize=162917,monomorphize=3083458,instantiate=86625,translate=6094333,solve=53882583,replay=16292,reconstruct=662042	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|2013384436827156188	sqrt_bn_correct	2013384436827156188	core-reconstructed	certificate-error	core-directed reconstruction succeeded	88419918	collect=174125,pre-reconstruct=870042,normalize=186833,monomorphize=3615792,instantiate=98625,translate=5594792,solve=38297625,replay=15125,reconstruct=39566959	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|14080923781397173690	sqrt_bn_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	65164376	collect=169833,pre-reconstruct=847417,normalize=127084,monomorphize=1809291,instantiate=80250,translate=4786708,solve=56555167,replay=17834,reconstruct=770792	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|5112937323286018014	sqrt_bn_correct	5112937323286018014	selected-fact	not-attempted	closed from a selected Lean fact	159000	collect=159000	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|4559485301326837329	sqrt_bn_correct	4559485301326837329	core-reconstructed	certificate-error	core-directed reconstruction succeeded	41106461	collect=92292,pre-reconstruct=404250,normalize=96709,monomorphize=1009417,instantiate=86459,translate=4218375,solve=32292125,replay=16334,reconstruct=2890500	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|16395326812896940336	sqrt_bn_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	57437082	collect=148875,pre-reconstruct=404375,normalize=98791,monomorphize=951666,instantiate=73208,translate=5258458,solve=32990959,replay=14750,reconstruct=17496000	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|18362062349273978007	sqrt_bn_correct	7232745374090633776	core-reconstructed	certificate-error	core-directed reconstruction succeeded	84599541	collect=173583,pre-reconstruct=793541,normalize=141042,monomorphize=2044042,instantiate=87333,translate=5815250,solve=73156833,replay=16750,reconstruct=2371167	
velvet	crush-portfolio	1	Velvet/Examples/Examples_Total.lean|sqrt_bn_correct|8802921734925604215	sqrt_bn_correct	3661544389526892522	core-reconstructed	certificate-error	core-directed reconstruction succeeded	68761999	collect=170916,pre-reconstruct=2694375,normalize=147458,monomorphize=2258083,instantiate=90208,translate=5153625,solve=56771917,replay=16250,reconstruct=1459167	
velvet	crush-portfolio	1	Velvet/Examples/GCD.lean|gcd_correct|9601099415740649235	gcd_correct	9601099415740649235	core-reconstructed	rule-gap	core-directed reconstruction succeeded	137826084	collect=2006500,pre-reconstruct=1958750,normalize=1409584,monomorphize=93041,instantiate=2198791,translate=5652709,solve=45450500,replay=68501625,reconstruct=10554584	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|3150397294412475763	IsNonPrime_correct	3150397294412475763	sat	not-attempted	solver returned sat	50598541	collect=507292,pre-reconstruct=2197083,normalize=201083,monomorphize=100750,instantiate=229750,translate=4903166,solve=42459417	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|8498703091421742660	IsNonPrime_correct	8498703091421742660	core-reconstructed	rule-gap	core-directed reconstruction succeeded	4064230957	collect=312916,pre-reconstruct=128167,normalize=1744875,monomorphize=21125,instantiate=47583,translate=3675041,solve=58065417,replay=3985033000,reconstruct=15202833	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|15405612526479945524	IsNonPrime_correct	15405612526479945524	core-reconstructed	rule-gap	core-directed reconstruction succeeded	660796374	collect=180708,pre-reconstruct=2794041,normalize=1456916,monomorphize=16250,instantiate=29250,translate=2731334,solve=75777000,replay=486234417,reconstruct=91576458	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|3635621084297233985	IsNonPrime_correct	3635621084297233985	selected-fact	not-attempted	closed from a selected Lean fact	228542	collect=228542	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|8498703091421742660	IsNonPrime_correct	8498703091421742660	core-reconstructed	rule-gap	core-directed reconstruction succeeded	527436917	collect=149459,pre-reconstruct=109250,normalize=857875,monomorphize=14083,instantiate=26792,translate=2276834,solve=52701958,replay=459796500,reconstruct=11504166	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|15497101072354692966	IsNonPrime_correct	15497101072354692966	unknown	not-attempted	solver exited without a verdict	5060027708	collect=201083,pre-reconstruct=15001625,normalize=1229875,monomorphize=16083,instantiate=30334,translate=2711291,solve=5040837417	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|3635621084297233985	IsNonPrime_correct	3635621084297233985	selected-fact	not-attempted	closed from a selected Lean fact	238833	collect=238833	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|16017810969246570786	IsNonPrime_correct	16017810969246570786	selected-fact	not-attempted	closed from a selected Lean fact	186125	collect=186125	
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|12543135627460772462	IsNonPrime_correct	12543135627460772462	alethe-reconstructed	success	Alethe certificate replay succeeded	109000916	collect=57792,pre-reconstruct=91959,normalize=40917,monomorphize=10125,instantiate=28791,translate=650041,solve=40531375,replay=67589916	certificate_commands=11,certificate_assumes=3,certificate_steps=8,certificate_anchors=0,certificate_sexp_nodes=143,certificate_bytes=592
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|1572539502098385654	IsNonPrime_correct	1572539502098385654	alethe-reconstructed	success	Alethe certificate replay succeeded	1139380543	collect=134167,pre-reconstruct=1242875,normalize=620167,monomorphize=11625,instantiate=26750,translate=1222958,solve=39998917,replay=1096123084	certificate_commands=46,certificate_assumes=3,certificate_steps=40,certificate_anchors=3,certificate_sexp_nodes=1255,certificate_bytes=4792
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|11076373139303988464	IsNonPrime_correct	11076373139303988464	alethe-reconstructed	success	Alethe certificate replay succeeded	908445127	collect=106667,pre-reconstruct=93917,normalize=55500,monomorphize=10500,instantiate=24709,translate=1099708,solve=50690167,replay=856363959	certificate_commands=134,certificate_assumes=8,certificate_steps=123,certificate_anchors=3,certificate_sexp_nodes=2022,certificate_bytes=9523
velvet	crush-portfolio	1	Velvet/Examples/IsNonPrime.lean|IsNonPrime_correct|15559572021364972958	IsNonPrime_correct	15559572021364972958	unknown	not-attempted	solver exited without a verdict	5160582875	collect=183250,pre-reconstruct=124837709,normalize=835875,monomorphize=15292,instantiate=33000,translate=2411166,solve=5032266583	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|11207960766534651515	IsSorted_correct	11207960766534651515	core-reconstructed	certificate-error	core-directed reconstruction succeeded	649562791	collect=2557250,pre-reconstruct=5290792,normalize=3274083,monomorphize=108083,instantiate=549782042,translate=38897208,solve=31133708,replay=138875,reconstruct=18380750	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|4413675682266163545	IsSorted_correct	7061492355100973697	pre-reconstructed	not-attempted	closed before SMT translation	87626791	collect=278916,pre-reconstruct=87347875	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|9518487208184120090	IsSorted_correct	9518487208184120090	pre-reconstructed	not-attempted	closed before SMT translation	105807958	collect=241916,pre-reconstruct=105566042	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|11207960766534651515	IsSorted_correct	11207960766534651515	core-reconstructed	certificate-error	core-directed reconstruction succeeded	635298750	collect=258584,pre-reconstruct=3409166,normalize=3057417,monomorphize=27208,instantiate=547622875,translate=30762791,solve=36514000,replay=19292,reconstruct=13627417	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|16465854614385299804	IsSorted_correct	7061492355100973697	core-reconstructed	certificate-error	core-directed reconstruction succeeded	2504883665	collect=279708,pre-reconstruct=248491000,normalize=2746083,monomorphize=27958,instantiate=1811238666,translate=71089167,solve=56656958,replay=15458,reconstruct=314338667	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|1749803822950348457	IsSorted_correct	9518487208184120090	pre-reconstructed	not-attempted	closed before SMT translation	1284791	collect=288791,pre-reconstruct=996000	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|6461838523585744673	IsSorted_correct	6461838523585744673	core-reconstructed	certificate-error	core-directed reconstruction succeeded	296941794	collect=203958,pre-reconstruct=2219667,normalize=2191459,monomorphize=20250,instantiate=222251417,translate=16240167,solve=37637042,replay=15417,reconstruct=16162417	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|5698263445699273715	IsSorted_correct	7061492355100973697	pre-reconstructed	not-attempted	closed before SMT translation	1331500	collect=265500,pre-reconstruct=1066000	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|1749803822950348457	IsSorted_correct	9518487208184120090	pre-reconstructed	not-attempted	closed before SMT translation	1120126	collect=233167,pre-reconstruct=886959	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|16458001095677251802	IsSorted_correct	16458001095677251802	core-reconstructed	certificate-error	core-directed reconstruction succeeded	339058377	collect=180084,pre-reconstruct=38735209,normalize=2582084,monomorphize=23833,instantiate=220568542,translate=15319875,solve=39621250,replay=17500,reconstruct=22010000	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|11716511832970583731	IsSorted_correct	11716511832970583731	core-reconstructed	certificate-error	core-directed reconstruction succeeded	206019333	collect=176625,pre-reconstruct=1555208,normalize=1207375,monomorphize=18125,instantiate=144674958,translate=12188583,solve=38278917,replay=15542,reconstruct=7904000	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|13412663338101939313	IsSorted_correct	7061492355100973697	pre-reconstructed	not-attempted	closed before SMT translation	6464375	collect=198750,pre-reconstruct=6265625	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|10877051663303345536	IsSorted_correct	9518487208184120090	pre-reconstructed	not-attempted	closed before SMT translation	6826792	collect=167708,pre-reconstruct=6659084	
velvet	crush-portfolio	1	Velvet/Examples/IsSorted.lean|IsSorted_correct|2102916384874846137	IsSorted_correct	2102916384874846137	core-reconstructed	certificate-error	core-directed reconstruction succeeded	18164320541	collect=244167,pre-reconstruct=151667500,normalize=2665042,monomorphize=22166,instantiate=95979958,translate=13369250,solve=5037803000,translate-fallback=15429291,solve-fallback=214623292,replay=16625,reconstruct=12632500250	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|6189042491608852705	maxElem_correct	6189042491608852705	core-reconstructed	certificate-error	core-directed reconstruction succeeded	74381666	collect=1604417,pre-reconstruct=3669250,normalize=2117625,monomorphize=103125,instantiate=223375,translate=9332333,solve=43369875,replay=105333,reconstruct=13856333	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|13979591039540523316	maxElem_correct	8435436090805571502	core-reconstructed	certificate-error	core-directed reconstruction succeeded	77698041	collect=216958,pre-reconstruct=1716208,normalize=1897458,monomorphize=18042,instantiate=28208,translate=4426542,solve=41060500,replay=21750,reconstruct=28312375	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|6189042491608852705	maxElem_correct	6189042491608852705	core-reconstructed	certificate-error	core-directed reconstruction succeeded	76825335	collect=256042,pre-reconstruct=2198041,normalize=1933959,monomorphize=24500,instantiate=34750,translate=4056792,solve=60097625,replay=22834,reconstruct=8200792	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|3496913807798796367	maxElem_correct	3368518466434627767	core-reconstructed	certificate-error	core-directed reconstruction succeeded	173115667	collect=216834,pre-reconstruct=5843875,normalize=1686083,monomorphize=18667,instantiate=28333,translate=4252167,solve=42837458,replay=17916,reconstruct=118214334	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|13935834157065255340	maxElem_correct	13935834157065255340	core-reconstructed	certificate-error	core-directed reconstruction succeeded	48493706	collect=202833,pre-reconstruct=1138583,normalize=1357208,monomorphize=17083,instantiate=26583,translate=3160333,solve=31630375,replay=15666,reconstruct=10945042	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|10716558625718226994	maxElem_correct	3368518466434627767	pre-reconstructed	not-attempted	closed before SMT translation	844625	collect=204458,pre-reconstruct=640167	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|12429897440204793908	maxElem_correct	12429897440204793908	core-reconstructed	certificate-error	core-directed reconstruction succeeded	50484456	collect=130291,pre-reconstruct=458416,normalize=1125792,monomorphize=19333,instantiate=36667,translate=3060791,solve=33889750,replay=17083,reconstruct=11746333	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|6662270672118944889	maxElem_correct	6662270672118944889	core-reconstructed	certificate-error	core-directed reconstruction succeeded	51165961	collect=154334,pre-reconstruct=1459125,normalize=469792,monomorphize=12209,instantiate=25833,translate=1782792,solve=36359792,replay=14417,reconstruct=10887667	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|10294878435885712953	maxElem_correct	4988386822408839803	core-reconstructed	certificate-error	core-directed reconstruction succeeded	55073791	collect=169458,pre-reconstruct=108917,normalize=836667,monomorphize=12541,instantiate=27625,translate=2615250,solve=37639958,replay=15500,reconstruct=13647875	
velvet	crush-portfolio	1	Velvet/Examples/MaxElem.lean|maxElem_correct|15821608085576758365	maxElem_correct	14098165805487489891	core-reconstructed	certificate-error	core-directed reconstruction succeeded	44468085	collect=206250,pre-reconstruct=723417,normalize=1417084,monomorphize=17958,instantiate=26042,translate=3670417,solve=36813334,replay=15583,reconstruct=1578000	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|633235845480694220	mem_alloc_correct	13644601314536403191	pre-reconstructed	not-attempted	closed before SMT translation	5855562417	collect=23199083,pre-reconstruct=5832363334	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|12262280732602434251	mem_alloc_correct	17594606446654630769	pre-reconstructed	not-attempted	closed before SMT translation	23053416	collect=231583,pre-reconstruct=22821833	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|5395433166570123997	mem_alloc_correct	5395433166570123997	core-reconstructed	term-gap	core-directed reconstruction succeeded	188915792	collect=261917,pre-reconstruct=712584,normalize=3305291,monomorphize=106083,instantiate=243334,translate=10785875,solve=107477042,replay=58744833,reconstruct=7278833	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|7858921023181799469	mem_alloc_correct	7858921023181799469	unknown	not-attempted	no reason given	348004501	collect=251542,pre-reconstruct=273692042,normalize=2918666,monomorphize=19584,instantiate=31875,translate=5341250,solve=65749542	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|12307778664191690486	mem_alloc_correct	12307778664191690486	core-reconstructed	term-gap	core-directed reconstruction succeeded	304732999	collect=253375,pre-reconstruct=156101250,normalize=2792625,monomorphize=19416,instantiate=36125,translate=4752417,solve=64640792,replay=56465041,reconstruct=19671958	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|14651957694487509304	mem_alloc_correct	14651957694487509304	selected-fact	not-attempted	closed from a selected Lean fact	263666	collect=263666	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|5395433166570123997	mem_alloc_correct	5395433166570123997	core-reconstructed	term-gap	core-directed reconstruction succeeded	111415374	collect=213833,pre-reconstruct=589375,normalize=2571792,monomorphize=17416,instantiate=30250,translate=4372208,solve=45004958,replay=52692459,reconstruct=5923083	
velvet	crush-portfolio	1	Velvet/Examples/MemAlloc.lean|mem_alloc_correct|7320909626913503829	mem_alloc_correct	7320909626913503829	selected-fact	not-attempted	closed from a selected Lean fact	265166	collect=265166	
